Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
278815,Lightning Charging Cable,1,14.95,2019-11-18 13:06:00,"815 Dogwood St, New York City, NY 10001"
278816,Lightning Charging Cable,1,14.95,2019-11-08 08:58:00,"925 5th St, New York City, NY 10001"
278817,USB-C Charging Cable,1,11.95,2019-11-05 23:25:00,"503 Chestnut St, Boston, MA 02215"
278818,USB-C Charging Cable,1,11.95,2019-11-16 22:12:00,"541 Johnson St, New York City, NY 10001"
278819,iPhone,1,700.0,2019-11-04 06:20:00,"880 Maple St, New York City, NY 10001"
278819,Apple Airpods Headphones,1,150.0,2019-11-04 06:20:00,"880 Maple St, New York City, NY 10001"
278820,USB-C Charging Cable,2,11.95,2019-11-17 15:11:00,"882 Walnut St, Portland, OR 97035"
278821,USB-C Charging Cable,1,11.95,2019-11-25 16:17:00,"327 13th St, Dallas, TX 75001"
278822,Bose SoundSport Headphones,1,99.99,2019-11-20 08:17:00,"816 Park St, Atlanta, GA 30301"
278823,AA Batteries (4-pack),1,3.84,2019-11-29 20:42:00,"234 9th St, Boston, MA 02215"
278824,27in FHD Monitor,1,149.99,2019-11-08 11:05:00,"677 Johnson St, Portland, OR 97035"
278825,Bose SoundSport Headphones,1,99.99,2019-11-02 00:35:00,"928 Wilson St, San Francisco, CA 94016"
278826,20in Monitor,1,109.99,2019-11-26 15:58:00,"532 Cedar St, Austin, TX 73301"
278827,Apple Airpods Headphones,1,150.0,2019-11-01 13:06:00,"305 Highland St, San Francisco, CA 94016"
278828,34in Ultrawide Monitor,1,379.99,2019-11-12 20:24:00,"470 13th St, San Francisco, CA 94016"
278829,iPhone,1,700.0,2019-11-20 22:19:00,"977 Johnson St, Los Angeles, CA 90001"
278830,USB-C Charging Cable,1,11.95,2019-11-04 13:28:00,"651 Hill St, Boston, MA 02215"
278831,Bose SoundSport Headphones,1,99.99,2019-11-11 12:37:00,"607 8th St, Los Angeles, CA 90001"
278832,Vareebadd Phone,1,400.0,2019-11-10 16:10:00,"783 12th St, San Francisco, CA 94016"
278833,iPhone,1,700.0,2019-11-04 10:34:00,"700 Pine St, San Francisco, CA 94016"
278833,Lightning Charging Cable,2,14.95,2019-11-04 10:34:00,"700 Pine St, San Francisco, CA 94016"
278834,Wired Headphones,1,11.99,2019-11-07 13:19:00,"792 9th St, Los Angeles, CA 90001"
278835,AAA Batteries (4-pack),1,2.99,2019-11-13 20:05:00,"302 Highland St, San Francisco, CA 94016"
278836,Wired Headphones,1,11.99,2019-11-26 20:48:00,"989 12th St, New York City, NY 10001"
278837,AA Batteries (4-pack),1,3.84,2019-11-10 16:05:00,"349 9th St, San Francisco, CA 94016"
278838,Flatscreen TV,1,300.0,2019-11-12 15:37:00,"835 Main St, San Francisco, CA 94016"
278839,Lightning Charging Cable,1,14.95,2019-11-23 11:16:00,"614 Church St, San Francisco, CA 94016"
278840,Bose SoundSport Headphones,1,99.99,2019-11-23 20:46:00,"490 Walnut St, Los Angeles, CA 90001"
278840,27in FHD Monitor,1,149.99,2019-11-23 20:46:00,"490 Walnut St, Los Angeles, CA 90001"
278841,USB-C Charging Cable,1,11.95,2019-11-28 09:07:00,"847 Dogwood St, San Francisco, CA 94016"
278842,AA Batteries (4-pack),1,3.84,2019-11-06 00:37:00,"487 Lincoln St, New York City, NY 10001"
278843,USB-C Charging Cable,1,11.95,2019-11-07 11:59:00,"435 Hill St, Portland, ME 04101"
278844,20in Monitor,1,109.99,2019-11-24 12:37:00,"944 Madison St, Los Angeles, CA 90001"
278845,Lightning Charging Cable,1,14.95,2019-11-09 11:46:00,"497 6th St, Boston, MA 02215"
278846,Lightning Charging Cable,1,14.95,2019-11-25 22:05:00,"84 1st St, Los Angeles, CA 90001"
278847,34in Ultrawide Monitor,1,379.99,2019-11-12 13:52:00,"903 Madison St, Boston, MA 02215"
278848,Flatscreen TV,1,300.0,2019-11-23 16:40:00,"140 West St, Austin, TX 73301"
278849,AAA Batteries (4-pack),1,2.99,2019-11-16 11:49:00,"984 Washington St, Seattle, WA 98101"
278850,USB-C Charging Cable,1,11.95,2019-11-21 14:25:00,"555 Cherry St, San Francisco, CA 94016"
278851,Apple Airpods Headphones,1,150.0,2019-11-08 19:49:00,"687 Maple St, Los Angeles, CA 90001"
278852,AAA Batteries (4-pack),1,2.99,2019-11-12 16:53:00,"998 Hill St, Seattle, WA 98101"
278853,AAA Batteries (4-pack),1,2.99,2019-11-20 19:01:00,"591 Washington St, San Francisco, CA 94016"
278854,27in 4K Gaming Monitor,1,389.99,2019-11-04 00:24:00,"952 Dogwood St, Portland, OR 97035"
278855,AA Batteries (4-pack),1,3.84,2019-11-21 21:32:00,"193 Maple St, New York City, NY 10001"
278856,Apple Airpods Headphones,1,150.0,2019-11-10 22:27:00,"788 North St, New York City, NY 10001"
278857,USB-C Charging Cable,1,11.95,2019-11-30 15:37:00,"150 Wilson St, Los Angeles, CA 90001"
278857,AAA Batteries (4-pack),2,2.99,2019-11-30 15:37:00,"150 Wilson St, Los Angeles, CA 90001"
278858,USB-C Charging Cable,1,11.95,2019-11-16 13:23:00,"690 Spruce St, San Francisco, CA 94016"
278859,27in FHD Monitor,1,149.99,2019-11-21 22:29:00,"30 West St, Dallas, TX 75001"
278860,Wired Headphones,2,11.99,2019-11-22 21:45:00,"389 Madison St, Boston, MA 02215"
278861,AA Batteries (4-pack),2,3.84,2019-11-24 16:18:00,"485 Jefferson St, New York City, NY 10001"
278862,Wired Headphones,1,11.99,2019-11-04 09:22:00,"351 Spruce St, Portland, ME 04101"
278863,Wired Headphones,1,11.99,2019-11-21 16:29:00,"511 10th St, Los Angeles, CA 90001"
278864,Apple Airpods Headphones,1,150.0,2019-11-09 19:29:00,"67 Meadow St, San Francisco, CA 94016"
278865,27in 4K Gaming Monitor,1,389.99,2019-11-14 17:44:00,"518 Center St, New York City, NY 10001"
278866,USB-C Charging Cable,1,11.95,2019-11-12 23:44:00,"755 2nd St, San Francisco, CA 94016"
278867,Apple Airpods Headphones,1,150.0,2019-11-13 11:55:00,"249 Madison St, Atlanta, GA 30301"
278868,Wired Headphones,1,11.99,2019-11-12 22:27:00,"614 Maple St, New York City, NY 10001"
278869,Lightning Charging Cable,1,14.95,2019-11-22 12:18:00,"164 North St, Dallas, TX 75001"
278870,Bose SoundSport Headphones,1,99.99,2019-11-29 19:53:00,"921 Meadow St, Seattle, WA 98101"
278871,34in Ultrawide Monitor,1,379.99,2019-11-22 14:01:00,"95 Willow St, Dallas, TX 75001"
278872,iPhone,1,700.0,2019-11-02 10:46:00,"916 North St, Portland, OR 97035"
278873,Lightning Charging Cable,1,14.95,2019-11-28 22:30:00,"206 Willow St, Portland, OR 97035"
278874,Lightning Charging Cable,1,14.95,2019-11-13 17:58:00,"828 Spruce St, Austin, TX 73301"
278875,USB-C Charging Cable,1,11.95,2019-11-26 11:09:00,"832 Sunset St, Los Angeles, CA 90001"
278876,Bose SoundSport Headphones,1,99.99,2019-11-27 17:31:00,"174 Main St, Portland, OR 97035"
278877,34in Ultrawide Monitor,1,379.99,2019-11-24 20:08:00,"684 Madison St, Atlanta, GA 30301"
278878,AAA Batteries (4-pack),1,2.99,2019-11-07 16:06:00,"515 1st St, New York City, NY 10001"
278879,27in 4K Gaming Monitor,1,389.99,2019-11-21 23:35:00,"738 6th St, San Francisco, CA 94016"
278880,Apple Airpods Headphones,1,150.0,2019-11-16 13:07:00,"531 Ridge St, San Francisco, CA 94016"
278881,20in Monitor,1,109.99,2019-11-22 11:30:00,"695 Jefferson St, New York City, NY 10001"
278882,Bose SoundSport Headphones,1,99.99,2019-11-15 20:31:00,"469 8th St, San Francisco, CA 94016"
278883,Wired Headphones,2,11.99,2019-11-28 23:11:00,"153 Washington St, San Francisco, CA 94016"
278884,Flatscreen TV,1,300.0,2019-11-09 23:48:00,"288 Washington St, Portland, OR 97035"
278885,34in Ultrawide Monitor,1,379.99,2019-11-12 18:53:00,"129 Ridge St, Austin, TX 73301"
278886,USB-C Charging Cable,1,11.95,2019-11-17 13:44:00,"315 Elm St, San Francisco, CA 94016"
278887,AA Batteries (4-pack),1,3.84,2019-11-18 14:55:00,"281 1st St, Atlanta, GA 30301"
278888,AA Batteries (4-pack),1,3.84,2019-11-24 15:44:00,"447 Cherry St, Los Angeles, CA 90001"
278889,USB-C Charging Cable,1,11.95,2019-11-30 08:39:00,"171 13th St, Los Angeles, CA 90001"
278890,Apple Airpods Headphones,1,150.0,2019-11-26 11:27:00,"673 West St, Seattle, WA 98101"
278891,Flatscreen TV,1,300.0,2019-11-04 12:19:00,"116 5th St, San Francisco, CA 94016"
278892,USB-C Charging Cable,1,11.95,2019-11-08 12:10:00,"214 North St, Dallas, TX 75001"
278893,AA Batteries (4-pack),1,3.84,2019-11-21 18:39:00,"39 Church St, Los Angeles, CA 90001"
278894,Bose SoundSport Headphones,1,99.99,2019-11-16 10:06:00,"334 Pine St, Dallas, TX 75001"
278895,USB-C Charging Cable,1,11.95,2019-11-25 17:28:00,"24 West St, Los Angeles, CA 90001"
278896,AAA Batteries (4-pack),2,2.99,2019-11-13 19:10:00,"906 North St, New York City, NY 10001"
278897,27in FHD Monitor,1,149.99,2019-11-21 13:42:00,"277 Hill St, San Francisco, CA 94016"
278898,34in Ultrawide Monitor,1,379.99,2019-11-02 20:23:00,"938 6th St, Los Angeles, CA 90001"
278899,AA Batteries (4-pack),1,3.84,2019-11-10 20:51:00,"328 1st St, Portland, OR 97035"
278900,Bose SoundSport Headphones,1,99.99,2019-11-13 18:34:00,"948 North St, Boston, MA 02215"
278901,Lightning Charging Cable,1,14.95,2019-11-26 19:08:00,"423 7th St, Los Angeles, CA 90001"
278902,ThinkPad Laptop,1,999.99,2019-11-22 17:49:00,"117 4th St, San Francisco, CA 94016"
278903,Google Phone,1,600.0,2019-11-05 17:19:00,"478 Dogwood St, San Francisco, CA 94016"
278904,AAA Batteries (4-pack),1,2.99,2019-11-03 13:57:00,"396 Cedar St, Atlanta, GA 30301"
278905,AAA Batteries (4-pack),4,2.99,2019-11-04 14:13:00,"458 Meadow St, Portland, OR 97035"
278906,Lightning Charging Cable,1,14.95,2019-11-04 14:51:00,"873 Hickory St, Boston, MA 02215"
278907,USB-C Charging Cable,1,11.95,2019-11-09 16:43:00,"697 West St, Dallas, TX 75001"
278908,27in 4K Gaming Monitor,1,389.99,2019-11-13 17:19:00,"256 Adams St, Seattle, WA 98101"
278909,Lightning Charging Cable,1,14.95,2019-11-10 19:25:00,"250 South St, Los Angeles, CA 90001"
278910,USB-C Charging Cable,1,11.95,2019-11-02 20:45:00,"42 12th St, Boston, MA 02215"
278911,Macbook Pro Laptop,1,1700.0,2019-11-24 13:03:00,"244 Walnut St, Los Angeles, CA 90001"
278912,AAA Batteries (4-pack),2,2.99,2019-11-08 11:02:00,"319 Cherry St, Los Angeles, CA 90001"
278913,Lightning Charging Cable,1,14.95,2019-11-01 10:21:00,"868 Elm St, Seattle, WA 98101"
278914,Wired Headphones,1,11.99,2019-11-30 15:01:00,"222 Pine St, Boston, MA 02215"
278915,AA Batteries (4-pack),3,3.84,2019-11-11 18:39:00,"267 North St, Los Angeles, CA 90001"
278916,Apple Airpods Headphones,1,150.0,2019-11-24 21:17:00,"561 7th St, San Francisco, CA 94016"
278917,Apple Airpods Headphones,1,150.0,2019-11-19 22:08:00,"787 Wilson St, Seattle, WA 98101"
278918,Apple Airpods Headphones,1,150.0,2019-11-01 09:49:00,"325 Pine St, Austin, TX 73301"
278919,Lightning Charging Cable,1,14.95,2019-11-05 19:44:00,"378 Ridge St, New York City, NY 10001"
278920,AA Batteries (4-pack),2,3.84,2019-11-18 12:55:00,"886 Hill St, Seattle, WA 98101"
278921,Wired Headphones,1,11.99,2019-11-19 18:32:00,"427 10th St, Austin, TX 73301"
278922,27in FHD Monitor,1,149.99,2019-11-06 15:35:00,"143 10th St, San Francisco, CA 94016"
278923,AA Batteries (4-pack),1,3.84,2019-11-04 11:14:00,"898 Chestnut St, Boston, MA 02215"
278924,Google Phone,1,600.0,2019-11-16 21:36:00,"796 12th St, Dallas, TX 75001"
278925,27in 4K Gaming Monitor,1,389.99,2019-11-11 23:52:00,"236 2nd St, Los Angeles, CA 90001"
278926,LG Washing Machine,1,600.0,2019-11-21 13:11:00,"772 Maple St, Boston, MA 02215"
278927,Wired Headphones,1,11.99,2019-11-26 09:54:00,"919 12th St, Atlanta, GA 30301"
278928,AAA Batteries (4-pack),1,2.99,2019-11-04 20:46:00,"380 Willow St, San Francisco, CA 94016"
278929,USB-C Charging Cable,1,11.95,2019-11-23 18:52:00,"472 2nd St, San Francisco, CA 94016"
278930,AAA Batteries (4-pack),1,2.99,2019-11-30 19:49:00,"352 11th St, San Francisco, CA 94016"
278931,ThinkPad Laptop,1,999.99,2019-11-24 14:13:00,"493 Center St, Boston, MA 02215"
278932,AA Batteries (4-pack),2,3.84,2019-11-26 13:47:00,"385 4th St, New York City, NY 10001"
278933,USB-C Charging Cable,1,11.95,2019-11-17 11:28:00,"611 Lake St, San Francisco, CA 94016"
278934,USB-C Charging Cable,1,11.95,2019-11-13 17:07:00,"187 Lakeview St, San Francisco, CA 94016"
278935,AAA Batteries (4-pack),2,2.99,2019-11-13 21:04:00,"845 Jackson St, Seattle, WA 98101"
278936,AA Batteries (4-pack),3,3.84,2019-11-04 20:12:00,"167 9th St, San Francisco, CA 94016"
278937,Wired Headphones,1,11.99,2019-11-30 17:37:00,"968 South St, San Francisco, CA 94016"
278938,ThinkPad Laptop,1,999.99,2019-11-02 18:52:00,"198 Maple St, San Francisco, CA 94016"
278939,Apple Airpods Headphones,1,150.0,2019-11-17 09:51:00,"191 14th St, Seattle, WA 98101"
278940,Apple Airpods Headphones,1,150.0,2019-11-23 10:51:00,"140 2nd St, Boston, MA 02215"
278940,AAA Batteries (4-pack),4,2.99,2019-11-23 10:51:00,"140 2nd St, Boston, MA 02215"
278941,27in 4K Gaming Monitor,1,389.99,2019-11-09 04:37:00,"330 Elm St, New York City, NY 10001"
278942,27in FHD Monitor,1,149.99,2019-11-13 18:37:00,"111 Dogwood St, San Francisco, CA 94016"
278943,USB-C Charging Cable,1,11.95,2019-11-04 09:47:00,"108 Lake St, Boston, MA 02215"
278944,Google Phone,1,600.0,2019-11-14 22:19:00,"600 Willow St, Portland, OR 97035"
278944,Bose SoundSport Headphones,1,99.99,2019-11-14 22:19:00,"600 Willow St, Portland, OR 97035"
278945,Wired Headphones,1,11.99,2019-11-22 02:20:00,"602 Johnson St, San Francisco, CA 94016"
278946,iPhone,1,700.0,2019-11-19 18:25:00,"361 9th St, San Francisco, CA 94016"
278946,Lightning Charging Cable,1,14.95,2019-11-19 18:25:00,"361 9th St, San Francisco, CA 94016"
278946,Wired Headphones,1,11.99,2019-11-19 18:25:00,"361 9th St, San Francisco, CA 94016"
278947,Apple Airpods Headphones,1,150.0,2019-11-25 11:14:00,"322 Madison St, New York City, NY 10001"
278948,ThinkPad Laptop,1,999.99,2019-11-17 15:17:00,"464 Chestnut St, Boston, MA 02215"
278949,Lightning Charging Cable,1,14.95,2019-11-02 18:13:00,"813 Park St, Los Angeles, CA 90001"
278950,Apple Airpods Headphones,1,150.0,2019-11-29 10:39:00,"260 River St, Boston, MA 02215"
278951,Lightning Charging Cable,1,14.95,2019-11-07 17:03:00,"401 13th St, Boston, MA 02215"
278952,AAA Batteries (4-pack),1,2.99,2019-11-17 12:04:00,"947 5th St, Atlanta, GA 30301"
278953,AAA Batteries (4-pack),1,2.99,2019-11-11 13:52:00,"919 North St, San Francisco, CA 94016"
278954,AA Batteries (4-pack),1,3.84,2019-11-13 11:42:00,"536 Forest St, Dallas, TX 75001"
278955,USB-C Charging Cable,1,11.95,2019-11-14 23:48:00,"271 Meadow St, Seattle, WA 98101"
278956,AA Batteries (4-pack),1,3.84,2019-11-22 09:57:00,"894 Maple St, San Francisco, CA 94016"
278957,USB-C Charging Cable,1,11.95,2019-11-03 20:00:00,"740 Forest St, Los Angeles, CA 90001"
278958,Lightning Charging Cable,2,14.95,2019-11-22 12:20:00,"106 North St, Los Angeles, CA 90001"
278959,Apple Airpods Headphones,1,150.0,2019-11-12 15:52:00,"206 West St, Los Angeles, CA 90001"
278960,Bose SoundSport Headphones,1,99.99,2019-11-15 22:33:00,"386 Church St, Seattle, WA 98101"
278961,AAA Batteries (4-pack),1,2.99,2019-11-21 10:00:00,"250 Madison St, Boston, MA 02215"
278962,Vareebadd Phone,1,400.0,2019-11-01 21:16:00,"583 Adams St, Los Angeles, CA 90001"
278963,Bose SoundSport Headphones,1,99.99,2019-11-29 21:52:00,"957 South St, San Francisco, CA 94016"
278964,Flatscreen TV,1,300.0,2019-11-13 03:56:00,"200 Madison St, Dallas, TX 75001"
278965,AAA Batteries (4-pack),2,2.99,2019-11-17 11:29:00,"744 Main St, San Francisco, CA 94016"
278966,AAA Batteries (4-pack),1,2.99,2019-11-04 16:57:00,"188 Jefferson St, Atlanta, GA 30301"
278967,Flatscreen TV,1,300.0,2019-11-05 09:53:00,"803 Wilson St, New York City, NY 10001"
278968,AAA Batteries (4-pack),2,2.99,2019-11-30 09:38:00,"923 Maple St, San Francisco, CA 94016"
278969,27in FHD Monitor,1,149.99,2019-11-17 13:36:00,"589 13th St, Atlanta, GA 30301"
278970,Google Phone,1,600.0,2019-11-21 13:36:00,"21 14th St, San Francisco, CA 94016"
278970,USB-C Charging Cable,1,11.95,2019-11-21 13:36:00,"21 14th St, San Francisco, CA 94016"
278971,27in 4K Gaming Monitor,1,389.99,2019-11-11 14:49:00,"868 8th St, Atlanta, GA 30301"
278972,AA Batteries (4-pack),3,3.84,2019-11-11 09:45:00,"817 Spruce St, Boston, MA 02215"
278973,27in 4K Gaming Monitor,1,389.99,2019-11-27 13:52:00,"808 Walnut St, Boston, MA 02215"
278974,Apple Airpods Headphones,1,150.0,2019-11-08 11:25:00,"81 North St, San Francisco, CA 94016"
278975,Bose SoundSport Headphones,1,99.99,2019-11-19 00:29:00,"387 Forest St, Boston, MA 02215"
278976,AAA Batteries (4-pack),1,2.99,2019-11-29 20:55:00,"676 Sunset St, Los Angeles, CA 90001"
278977,AAA Batteries (4-pack),2,2.99,2019-11-27 09:57:00,"121 5th St, New York City, NY 10001"
278978,USB-C Charging Cable,1,11.95,2019-11-20 16:02:00,"13 Cherry St, San Francisco, CA 94016"
278979,AA Batteries (4-pack),1,3.84,2019-11-02 18:49:00,"383 River St, Portland, OR 97035"
278980,USB-C Charging Cable,1,11.95,2019-11-29 05:20:00,"893 Chestnut St, San Francisco, CA 94016"
278981,Flatscreen TV,1,300.0,2019-11-02 21:34:00,"25 7th St, San Francisco, CA 94016"
278982,AAA Batteries (4-pack),1,2.99,2019-11-01 13:41:00,"648 Jackson St, Los Angeles, CA 90001"
278983,ThinkPad Laptop,1,999.99,2019-11-17 05:33:00,"392 4th St, Atlanta, GA 30301"
278984,ThinkPad Laptop,1,999.99,2019-11-10 11:05:00,"877 Lincoln St, Dallas, TX 75001"
278985,Lightning Charging Cable,1,14.95,2019-11-08 11:22:00,"357 10th St, Seattle, WA 98101"
278986,AA Batteries (4-pack),1,3.84,2019-11-12 13:50:00,"161 Center St, Boston, MA 02215"
278987,Lightning Charging Cable,1,14.95,2019-11-05 21:38:00,"704 11th St, Boston, MA 02215"
278988,USB-C Charging Cable,1,11.95,2019-11-15 16:36:00,"589 Elm St, Boston, MA 02215"
278989,Flatscreen TV,1,300.0,2019-11-09 19:24:00,"218 Willow St, San Francisco, CA 94016"
278990,Bose SoundSport Headphones,1,99.99,2019-11-26 12:29:00,"50 Cedar St, Los Angeles, CA 90001"
278991,USB-C Charging Cable,1,11.95,2019-11-12 06:53:00,"3 South St, New York City, NY 10001"
278992,LG Dryer,1,600.0,2019-11-13 19:40:00,"456 West St, Boston, MA 02215"
278993,Lightning Charging Cable,1,14.95,2019-11-30 03:42:00,"403 Chestnut St, New York City, NY 10001"
278994,Flatscreen TV,1,300.0,2019-11-11 19:36:00,"774 Lake St, New York City, NY 10001"
278995,27in FHD Monitor,1,149.99,2019-11-17 21:05:00,"828 Walnut St, Seattle, WA 98101"
278996,34in Ultrawide Monitor,1,379.99,2019-11-26 19:23:00,"762 Madison St, Portland, OR 97035"
278997,Bose SoundSport Headphones,1,99.99,2019-11-01 22:17:00,"821 Elm St, San Francisco, CA 94016"
278998,AA Batteries (4-pack),1,3.84,2019-11-06 22:21:00,"85 Walnut St, San Francisco, CA 94016"
278999,Lightning Charging Cable,2,14.95,2019-11-10 07:13:00,"90 5th St, Seattle, WA 98101"
279000,ThinkPad Laptop,1,999.99,2019-11-22 09:09:00,"83 River St, New York City, NY 10001"
279001,AAA Batteries (4-pack),1,2.99,2019-11-18 14:34:00,"569 Highland St, San Francisco, CA 94016"
279002,AA Batteries (4-pack),1,3.84,2019-11-15 15:10:00,"122 9th St, Los Angeles, CA 90001"
279003,Apple Airpods Headphones,1,150.0,2019-11-25 12:08:00,"537 12th St, Boston, MA 02215"
279004,Apple Airpods Headphones,1,150.0,2019-11-30 16:18:00,"59 Hill St, New York City, NY 10001"
279005,Lightning Charging Cable,1,14.95,2019-11-16 07:05:00,"222 12th St, Boston, MA 02215"
279005,Wired Headphones,1,11.99,2019-11-16 07:05:00,"222 12th St, Boston, MA 02215"
279006,Flatscreen TV,1,300.0,2019-11-30 12:04:00,"807 Meadow St, Boston, MA 02215"
279007,Apple Airpods Headphones,1,150.0,2019-11-08 18:39:00,"953 7th St, Seattle, WA 98101"
279008,Apple Airpods Headphones,1,150.0,2019-11-27 16:04:00,"174 Lakeview St, Boston, MA 02215"
279009,USB-C Charging Cable,1,11.95,2019-11-06 13:44:00,"546 Washington St, New York City, NY 10001"
279010,Apple Airpods Headphones,1,150.0,2019-11-18 19:43:00,"781 14th St, Boston, MA 02215"
279011,Apple Airpods Headphones,1,150.0,2019-11-02 12:29:00,"973 Cedar St, Atlanta, GA 30301"
279012,AA Batteries (4-pack),1,3.84,2019-11-13 14:52:00,"564 Cedar St, Boston, MA 02215"
279013,AAA Batteries (4-pack),1,2.99,2019-11-30 11:36:00,"225 2nd St, Seattle, WA 98101"
279014,27in 4K Gaming Monitor,1,389.99,2019-11-04 19:58:00,"740 Park St, Seattle, WA 98101"
279015,AAA Batteries (4-pack),1,2.99,2019-11-22 19:48:00,"504 Hill St, Boston, MA 02215"
279016,Apple Airpods Headphones,1,150.0,2019-11-20 12:05:00,"564 North St, Atlanta, GA 30301"
279017,AAA Batteries (4-pack),1,2.99,2019-11-15 08:04:00,"24 Wilson St, Atlanta, GA 30301"
279018,AAA Batteries (4-pack),1,2.99,2019-11-02 22:17:00,"923 Sunset St, Los Angeles, CA 90001"
279019,Wired Headphones,1,11.99,2019-11-05 19:11:00,"858 11th St, Atlanta, GA 30301"
279020,34in Ultrawide Monitor,1,379.99,2019-11-28 17:00:00,"518 Forest St, Seattle, WA 98101"
279021,Wired Headphones,1,11.99,2019-11-25 19:13:00,"715 Lake St, Atlanta, GA 30301"
279022,27in 4K Gaming Monitor,1,389.99,2019-11-26 11:46:00,"136 Lakeview St, Los Angeles, CA 90001"
279023,Macbook Pro Laptop,1,1700.0,2019-11-03 13:19:00,"417 Park St, Boston, MA 02215"
279024,Google Phone,1,600.0,2019-11-01 18:11:00,"745 West St, Portland, OR 97035"
279025,27in FHD Monitor,1,149.99,2019-11-01 13:05:00,"181 Adams St, Portland, OR 97035"
279026,Macbook Pro Laptop,1,1700.0,2019-11-25 19:29:00,"232 8th St, Boston, MA 02215"
279027,USB-C Charging Cable,1,11.95,2019-11-07 14:01:00,"198 River St, Seattle, WA 98101"
279028,USB-C Charging Cable,1,11.95,2019-11-19 13:40:00,"466 Dogwood St, Seattle, WA 98101"
279029,USB-C Charging Cable,1,11.95,2019-11-07 02:09:00,"602 South St, Seattle, WA 98101"
279030,34in Ultrawide Monitor,1,379.99,2019-11-22 18:44:00,"730 4th St, New York City, NY 10001"
279031,USB-C Charging Cable,2,11.95,2019-11-21 20:38:00,"650 Main St, San Francisco, CA 94016"
279032,Apple Airpods Headphones,1,150.0,2019-11-17 14:56:00,"741 Willow St, New York City, NY 10001"
279033,Apple Airpods Headphones,1,150.0,2019-11-15 20:28:00,"665 Lake St, San Francisco, CA 94016"
279034,iPhone,1,700.0,2019-11-30 13:10:00,"221 Forest St, Dallas, TX 75001"
279035,iPhone,1,700.0,2019-11-19 18:25:00,"379 Madison St, San Francisco, CA 94016"
279036,20in Monitor,1,109.99,2019-11-18 20:08:00,"582 6th St, San Francisco, CA 94016"
279037,Wired Headphones,1,11.99,2019-11-28 21:38:00,"165 Cherry St, San Francisco, CA 94016"
279038,Lightning Charging Cable,1,14.95,2019-11-03 14:23:00,"586 Cherry St, San Francisco, CA 94016"
279039,USB-C Charging Cable,1,11.95,2019-11-22 17:05:00,"675 Spruce St, Portland, OR 97035"
279040,27in FHD Monitor,1,149.99,2019-11-29 17:20:00,"780 Main St, Atlanta, GA 30301"
279041,USB-C Charging Cable,1,11.95,2019-11-30 21:12:00,"506 7th St, Los Angeles, CA 90001"
279042,Wired Headphones,1,11.99,2019-11-06 10:19:00,"773 River St, Boston, MA 02215"
279043,20in Monitor,1,109.99,2019-11-20 12:46:00,"174 2nd St, Portland, OR 97035"
279044,AAA Batteries (4-pack),2,2.99,2019-11-11 08:09:00,"373 Sunset St, Seattle, WA 98101"
279045,Apple Airpods Headphones,1,150.0,2019-11-04 13:56:00,"338 Spruce St, San Francisco, CA 94016"
279046,Wired Headphones,1,11.99,2019-11-16 14:44:00,"126 Forest St, New York City, NY 10001"
